dataset,model,method,k,seed,num_nodes,num_edges_original,num_edges_anonymized,accuracy,macro_f1,micro_f1,accuracy_loss,macro_f1_loss,micro_f1_loss,accuracy_utility_ratio,macro_f1_utility_ratio,micro_f1_utility_ratio,global_utility_score,method_error
pubmed,gat,original,5,42.0,19717.0,44324.0,44324.0,0.765,0.7586091089927408,0.765,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
pubmed,gat,Ange_Original,5,42.0,19717.0,44324.0,44346.0,0.775,0.7701069075929209,0.775,-0.01,-0.01149779860018,-0.01,1.0130718954248366,1.015156420432977,1.0130718954248366,1.0137667370942167,
pubmed,gat,Ange_Modifie_NCC,5,42.0,19717.0,44324.0,142616.0,0.748,0.7353708273038975,0.748,0.017,0.0232382816888433,0.017,0.9777777777777776,0.969367251970256,0.9777777777777776,0.9749742691752704,
pubmed,gat,Zhou_Pei,5,42.0,19717.0,44324.0,179919.0,0.586,0.5522444814042554,0.586,0.179,0.2063646275884854,0.179,0.7660130718954248,0.7279697473413016,0.7660130718954248,0.7533319637107171,
pubmed,gat,1HiKDA,5,42.0,19717.0,44324.0,45148.0,0.77,0.7655264716027882,0.77,-0.005,-0.0069173626100473,-0.005,1.0065359477124185,1.0091184808197624,1.0065359477124185,1.007396792081533,
pubmed,gat,original,5,123.0,19717.0,44324.0,44324.0,0.78,0.7763056579726868,0.78,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
pubmed,gat,Ange_Original,5,123.0,19717.0,44324.0,44346.0,0.766,0.7630321313975021,0.766,0.014,0.0132735265751846,0.014,0.982051282051282,0.9829016748250318,0.982051282051282,0.9823347463091986,
pubmed,gat,Ange_Modifie_NCC,5,123.0,19717.0,44324.0,142616.0,0.731,0.7181730424617788,0.731,0.049,0.0581326155109079,0.049,0.9371794871794872,0.9251163315455916,0.9371794871794872,0.933158435301522,
pubmed,gat,Zhou_Pei,5,123.0,19717.0,44324.0,179919.0,0.578,0.5465059604753427,0.578,0.202,0.229799697497344,0.202,0.741025641025641,0.7039829670989861,0.741025641025641,0.7286780830500894,
pubmed,gat,1HiKDA,5,123.0,19717.0,44324.0,45136.0,0.763,0.7581400754579599,0.763,0.017,0.0181655825147268,0.017,0.9782051282051282,0.976599961203212,0.9782051282051282,0.9776700725378228,
pubmed,gat,original,5,2024.0,19717.0,44324.0,44324.0,0.779,0.7775088225488505,0.779,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
pubmed,gat,Ange_Original,5,2024.0,19717.0,44324.0,44346.0,0.775,0.7715622518133903,0.775,0.004,0.0059465707354601,0.004,0.9948652118100128,0.9923517642977144,0.9948652118100128,0.99402739597258,
pubmed,gat,Ange_Modifie_NCC,5,2024.0,19717.0,44324.0,142616.0,0.748,0.7380092635426889,0.748,0.031,0.0394995590061615,0.031,0.9602053915275994,0.9491972851489028,0.9602053915275994,0.9565360227347006,
pubmed,gat,Zhou_Pei,5,2024.0,19717.0,44324.0,179919.0,0.593,0.5706552180088996,0.593,0.186,0.2068536045399508,0.186,0.7612323491655969,0.7339533667774498,0.7612323491655969,0.7521393550362147,
pubmed,gat,1HiKDA,5,2024.0,19717.0,44324.0,45116.0,0.764,0.760098678022335,0.764,0.015,0.0174101445265154,0.015,0.980744544287548,0.9776077852474508,0.980744544287548,0.9796989579408488,
pubmed,gat,original,10,42.0,19717.0,44324.0,44324.0,0.765,0.7586091089927408,0.765,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
pubmed,gat,Ange_Original,10,42.0,19717.0,44324.0,44468.0,0.781,0.7752260094688683,0.781,-0.016,-0.0166169004761275,-0.016,1.0209150326797385,1.0219044304624696,1.0209150326797385,1.0212448319406489,
pubmed,gat,Ange_Modifie_NCC,10,42.0,19717.0,44324.0,156820.0,0.745,0.7327281940833316,0.745,0.02,0.0258809149094092,0.02,0.9738562091503268,0.9658837277293266,0.9738562091503268,0.9711987153433268,
pubmed,gat,Zhou_Pei,10,42.0,19717.0,44324.0,191335.0,0.575,0.5486248863083835,0.575,0.19,0.2099842226843573,0.19,0.7516339869281045,0.7231983900599765,0.7516339869281045,0.7421554546387285,
pubmed,gat,1HiKDA,10,42.0,19717.0,44324.0,45141.0,0.76,0.7554494713623073,0.76,0.005,0.0031596376304334,0.005,0.9934640522875816,0.9958349595424332,0.9934640522875816,0.9942543547058657,
pubmed,gat,original,10,123.0,19717.0,44324.0,44324.0,0.78,0.7763056579726868,0.78,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
pubmed,gat,Ange_Original,10,123.0,19717.0,44324.0,44468.0,0.776,0.7719296207853494,0.776,0.004,0.0043760371873373,0.004,0.9948717948717948,0.9943629971746368,0.9948717948717948,0.9947021956394088,
pubmed,gat,Ange_Modifie_NCC,10,123.0,19717.0,44324.0,156820.0,0.747,0.7328692434877153,0.747,0.033,0.0434364144849714,0.033,0.9576923076923076,0.9440472782352184,0.9576923076923076,0.9531439645399448,
pubmed,gat,Zhou_Pei,10,123.0,19717.0,44324.0,191335.0,0.576,0.5522553160590794,0.576,0.204,0.2240503419136074,0.204,0.7384615384615384,0.7113890133189132,0.7384615384615384,0.7294373634139967,
pubmed,gat,1HiKDA,10,123.0,19717.0,44324.0,45139.0,0.768,0.7624738583642694,0.768,0.012,0.0138317996084174,0.012,0.9846153846153846,0.9821825340748656,0.9846153846153846,0.9838044344352116,
pubmed,gat,original,10,2024.0,19717.0,44324.0,44324.0,0.779,0.7775088225488505,0.779,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
pubmed,gat,Ange_Original,10,2024.0,19717.0,44324.0,44468.0,0.78,0.776668111170164,0.78,-0.001,0.0008407113786864,-0.001,1.0012836970474968,0.9989187114611376,1.0012836970474968,1.0004953685187103,
pubmed,gat,Ange_Modifie_NCC,10,2024.0,19717.0,44324.0,156820.0,0.744,0.7285561526750014,0.744,0.035,0.048952669873849,0.035,0.9550706033376124,0.9370390811600424,0.9550706033376124,0.949060095945089,
pubmed,gat,Zhou_Pei,10,2024.0,19717.0,44324.0,191335.0,0.569,0.5355316024503654,0.569,0.21,0.2419772200984851,0.21,0.7304236200256738,0.6887788111455394,0.7304236200256738,0.716542017065629,
pubmed,gat,1HiKDA,10,2024.0,19717.0,44324.0,45108.0,0.753,0.7520186958677466,0.753,0.026,0.0254901266811038,0.026,0.9666238767650834,0.967215643164612,0.9666238767650834,0.966821132231593,
